"id","path","data_type","launch_id","metrics"
107,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_2/LV3000649498_S14_L004_R2_001.fastq.gz,FASTQ,4,"null"
108,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_2/LV3000649498_S14_L003_R2_001.fastq.gz,FASTQ,4,"null"
109,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_2/LV3000649498_S14_L002_R2_001.fastq.gz,FASTQ,4,"null"
110,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_2/LV3000649498_S14_L004_R1_001.fastq.gz,FASTQ,4,"null"
111,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_2/LV3000649498_S14_L001_R1_001.fastq.gz,FASTQ,4,"null"
112,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_2/LV3000649498_S14_L002_R1_001.fastq.gz,FASTQ,4,"null"
113,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_4/LV3000649498_S16_L001_R1_001.fastq.gz,FASTQ,4,"null"
114,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_4/LV3000649498_S16_L003_R2_001.fastq.gz,FASTQ,4,"null"
115,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_4/LV3000649498_S16_L002_R2_001.fastq.gz,FASTQ,4,"null"
116,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_4/LV3000649498_S16_L004_R2_001.fastq.gz,FASTQ,4,"null"
117,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_4/LV3000649498_S16_L004_R1_001.fastq.gz,FASTQ,4,"null"
118,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_4/LV3000649498_S16_L001_R2_001.fastq.gz,FASTQ,4,"null"
119,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_4/LV3000649498_S16_L003_R1_001.fastq.gz,FASTQ,4,"null"
120,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_4/LV3000649498_S16_L002_R1_001.fastq.gz,FASTQ,4,"null"
121,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_3/LV3000649498_S15_L004_R1_001.fastq.gz,FASTQ,4,"null"
122,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_3/LV3000649498_S15_L002_R2_001.fastq.gz,FASTQ,4,"null"
